Symbol,DATE,CLOSE
LEAD,7 Nov 19,163.5
COTTON,7 Nov 19,18970
GOLD,8 Nov 19,37919
SILVER,8 Nov 19,44240
NATURALGAS,8 Nov 19,198.7
ALUMINIUM,8 Nov 19,143.25
CRUDEOIL,8 Nov 19,4078
ZINC,8 Nov 19,198.25
NICKEL,8 Nov 19,1201.7
COPPER,8 Nov 19,456.5
LEAD,8 Nov 19,162
COTTON,8 Nov 19,18980
GOLD,11 Nov 19,37993
SILVER,11 Nov 19,44178
NATURALGAS,11 Nov 19,188.4
ALUMINIUM,11 Nov 19,144.45
CRUDEOIL,11 Nov 19,4062
ZINC,11 Nov 19,199.2
NICKEL,11 Nov 19,1194
COPPER,11 Nov 19,446.5
LEAD,11 Nov 19,159.5
COTTON,11 Nov 19,18790
NATURALGAS,12 Nov 19,187.3
CRUDEOIL,12 Nov 19,4058
GOLD,13 Nov 19,38205
SILVER,13 Nov 19,44601
NATURALGAS,13 Nov 19,186.4
ALUMINIUM,13 Nov 19,143.85
CRUDEOIL,13 Nov 19,4096
ZINC,13 Nov 19,199
NICKEL,13 Nov 19,1170
COPPER,13 Nov 19,445.6
LEAD,13 Nov 19,160.2
COTTON,13 Nov 19,18680
GOLD,14 Nov 19,38217
SILVER,14 Nov 19,44830
NATURALGAS,14 Nov 19,190.7
ALUMINIUM,14 Nov 19,140.9
CRUDEOIL,14 Nov 19,4090
ZINC,14 Nov 19,197
NICKEL,14 Nov 19,1166.3
COPPER,14 Nov 19,447.4
LEAD,14 Nov 19,159.9
COTTON,14 Nov 19,18570
GOLD,15 Nov 19,38096
SILVER,15 Nov 19,44323
NATURALGAS,15 Nov 19,192.8
ALUMINIUM,15 Nov 19,138.25
CRUDEOIL,15 Nov 19,4139
ZINC,15 Nov 19,197.4
NICKEL,15 Nov 19,1141.9
COPPER,15 Nov 19,445
LEAD,15 Nov 19,156.9
COTTON,15 Nov 19,18610
GOLD,18 Nov 19,37931
SILVER,18 Nov 19,44071
NATURALGAS,18 Nov 19,184
ALUMINIUM,18 Nov 19,140.3
CRUDEOIL,18 Nov 19,4091
ZINC,18 Nov 19,194.65
NICKEL,18 Nov 19,1123.8
COPPER,18 Nov 19,445.5
LEAD,18 Nov 19,156.3
COTTON,18 Nov 19,18620
GOLD,19 Nov 19,38069
SILVER,19 Nov 19,44728
NATURALGAS,19 Nov 19,180.3
ALUMINIUM,19 Nov 19,139.75
CRUDEOIL,19 Nov 19,3965
ZINC,19 Nov 19,192.5
NICKEL,19 Nov 19,1110
COPPER,19 Nov 19,443
LEAD,19 Nov 19,154.35
COTTON,19 Nov 19,18540
GOLD,20 Nov 19,38305
SILVER,20 Nov 19,44937
NATURALGAS,20 Nov 19,183.4
ALUMINIUM,20 Nov 19,134.9
CRUDEOIL,20 Nov 19,4086
ZINC,20 Nov 19,191.95
NICKEL,20 Nov 19,1098
COPPER,20 Nov 19,447.6
LEAD,20 Nov 19,160
COTTON,20 Nov 19,18590
GOLD,21 Nov 19,38096
SILVER,21 Nov 19,44682
ALUMINIUM,21 Nov 19,137.8
ZINC,21 Nov 19,190.75
NICKEL,21 Nov 19,1089.8
COPPER,21 Nov 19,445.5
LEAD,21 Nov 19,159.75
COTTON,21 Nov 19,18550
GOLD,22 Nov 19,38157
SILVER,22 Nov 19,44942
NATURALGAS,22 Nov 19,191.5
ALUMINIUM,22 Nov 19,136.5
CRUDEOIL,22 Nov 19,4151
ZINC,22 Nov 19,189.6
NICKEL,22 Nov 19,1096.5
COPPER,22 Nov 19,443
LEAD,22 Nov 19,159.6
COTTON,22 Nov 19,18580
GOLD,25 Nov 19,37862
SILVER,25 Nov 19,44194
NATURALGAS,25 Nov 19,181.3
ALUMINIUM,25 Nov 19,138.25
CRUDEOIL,25 Nov 19,4156
ZINC,25 Nov 19,190
NICKEL,25 Nov 19,1098
COPPER,25 Nov 19,448.2
LEAD,25 Nov 19,156
COTTON,25 Nov 19,18640
GOLD,26 Nov 19,37799
SILVER,26 Nov 19,44181
NATURALGAS,26 Nov 19,181.3
ALUMINIUM,26 Nov 19,138.6
CRUDEOIL,26 Nov 19,4182
ZINC,26 Nov 19,189
NICKEL,26 Nov 19,1086.3
COPPER,26 Nov 19,450.5
LEAD,26 Nov 19,155.4
COTTON,26 Nov 19,18660
GOLD,27 Nov 19,37751
SILVER,27 Nov 19,44319
NATURALGAS,27 Nov 19,178.5
ALUMINIUM,27 Nov 19,137.8
CRUDEOIL,27 Nov 19,4147
ZINC,27 Nov 19,189.2
NICKEL,27 Nov 19,1075
COPPER,27 Nov 19,449.35
LEAD,27 Nov 19,155.55
COTTON,27 Nov 19,18700
GOLD,28 Nov 19,37771
SILVER,28 Nov 19,44253
NATURALGAS,28 Nov 19,178.5
ALUMINIUM,28 Nov 19,135.65
CRUDEOIL,28 Nov 19,4147
ZINC,28 Nov 19,189.15
NICKEL,28 Nov 19,1082.5
COPPER,28 Nov 19,444.5
LEAD,28 Nov 19,155.2
COTTON,28 Nov 19,18680
GOLD,29 Nov 19,37876
SILVER,29 Nov 19,44303
NATURALGAS,29 Nov 19,163.6
ALUMINIUM,29 Nov 19,137.2
CRUDEOIL,29 Nov 19,3957
ZINC,29 Nov 19,188.95
NICKEL,29 Nov 19,1051.9
COPPER,29 Nov 19,449.7
LEAD,29 Nov 19,155.25
COTTON,29 Nov 19,18660
GOLD,2 Dec 19,37795
SILVER,2 Dec 19,44132
NATURALGAS,2 Dec 19,167
ALUMINIUM,2 Dec 19,140.15
CRUDEOIL,2 Dec 19,4014
ZINC,2 Dec 19,187.25
NICKEL,2 Dec 19,1037.1
COPPER,2 Dec 19,450.1
LEAD,2 Dec 19,155.25
COTTON,2 Dec 19,18650
GOLD,3 Dec 19,38062
SILVER,3 Dec 19,44437
NATURALGAS,3 Dec 19,174.8
ALUMINIUM,3 Dec 19,143.6
CRUDEOIL,3 Dec 19,4017
ZINC,3 Dec 19,185
NICKEL,3 Dec 19,1030.4
COPPER,3 Dec 19,446
LEAD,3 Dec 19,155
COTTON,3 Dec 19,18650
GOLD,4 Dec 19,38162
SILVER,4 Dec 19,44671
NATURALGAS,4 Dec 19,172.2
ALUMINIUM,4 Dec 19,140.8
CRUDEOIL,4 Dec 19,4194
ZINC,4 Dec 19,184.2
NICKEL,4 Dec 19,1010.1
COPPER,4 Dec 19,445
LEAD,4 Dec 19,156.7
COTTON,4 Dec 19,18630
GOLD,5 Dec 19,38042
SILVER,5 Dec 19,43892
NATURALGAS,5 Dec 19,173.6
ALUMINIUM,5 Dec 19,138.65
CRUDEOIL,5 Dec 19,4181
ZINC,5 Dec 19,184.6
NICKEL,5 Dec 19,994
COPPER,5 Dec 19,444.5
LEAD,5 Dec 19,158.4
COTTON,5 Dec 19,18610
GOLD,6 Dec 19,38032
SILVER,6 Dec 19,44062
NATURALGAS,6 Dec 19,166.5
ALUMINIUM,6 Dec 19,141.45
CRUDEOIL,6 Dec 19,4222
ZINC,6 Dec 19,184.15
NICKEL,6 Dec 19,1002.4
COPPER,6 Dec 19,449.5
LEAD,6 Dec 19,156
COTTON,6 Dec 19,18600
GOLD,9 Dec 19,37650
SILVER,9 Dec 19,43202
NATURALGAS,9 Dec 19,158.8
ALUMINIUM,9 Dec 19,138.35
CRUDEOIL,9 Dec 19,4200
ZINC,9 Dec 19,184.1
NICKEL,9 Dec 19,998.8
COPPER,9 Dec 19,449.7
LEAD,9 Dec 19,159
COTTON,9 Dec 19,18780
GOLD,10 Dec 19,37590
SILVER,10 Dec 19,43201
NATURALGAS,10 Dec 19,160.5
ALUMINIUM,10 Dec 19,138.45
CRUDEOIL,10 Dec 19,4200
ZINC,10 Dec 19,182.35
NICKEL,10 Dec 19,979.7
COPPER,10 Dec 19,454.5
LEAD,10 Dec 19,155.2
COTTON,10 Dec 19,18810
GOLD,11 Dec 19,37631
SILVER,11 Dec 19,43214
NATURALGAS,11 Dec 19,159
ALUMINIUM,11 Dec 19,137.75
CRUDEOIL,11 Dec 19,4164
ZINC,11 Dec 19,182.65
NICKEL,11 Dec 19,1002.8
COPPER,11 Dec 19,451.15
LEAD,11 Dec 19,155.2
COTTON,11 Dec 19,18660
GOLD,12 Dec 19,37763
SILVER,12 Dec 19,43640
NATURALGAS,12 Dec 19,164.7
ALUMINIUM,12 Dec 19,139.25
CRUDEOIL,12 Dec 19,4187
ZINC,12 Dec 19,182.2
NICKEL,12 Dec 19,1025
COPPER,12 Dec 19,451.65
LEAD,12 Dec 19,154.25
COTTON,12 Dec 19,18680
GOLD,13 Dec 19,37691
SILVER,13 Dec 19,43884
ALUMINIUM,13 Dec 19,138.15
ZINC,13 Dec 19,183
NICKEL,13 Dec 19,1030.3
COPPER,13 Dec 19,452.05
LEAD,13 Dec 19,155.35
COTTON,13 Dec 19,18720
GOLD,16 Dec 19,37891
SILVER,16 Dec 19,44128
NATURALGAS,16 Dec 19,166.1
ALUMINIUM,16 Dec 19,139.25
CRUDEOIL,16 Dec 19,4271
ZINC,16 Dec 19,182.45
NICKEL,16 Dec 19,1030.8
COPPER,16 Dec 19,453.65
LEAD,16 Dec 19,153.3
COTTON,16 Dec 19,18710
GOLD,17 Dec 19,37936
SILVER,17 Dec 19,44199
NATURALGAS,17 Dec 19,164.6
ALUMINIUM,17 Dec 19,137.15
CRUDEOIL,17 Dec 19,4325
ZINC,17 Dec 19,184.25
NICKEL,17 Dec 19,1045.6
COPPER,17 Dec 19,453.25
LEAD,17 Dec 19,153
COTTON,17 Dec 19,18720
GOLD,18 Dec 19,37955
SILVER,18 Dec 19,44183
NATURALGAS,18 Dec 19,162.4
ALUMINIUM,18 Dec 19,139.5
CRUDEOIL,18 Dec 19,4330
ZINC,18 Dec 19,184.35
NICKEL,18 Dec 19,1033.2
COPPER,18 Dec 19,454.1
LEAD,18 Dec 19,154.8
COTTON,18 Dec 19,18700
GOLD,19 Dec 19,37882
SILVER,19 Dec 19,43978
NATURALGAS,19 Dec 19,161.6
ALUMINIUM,19 Dec 19,138.95
CRUDEOIL,19 Dec 19,4349
ZINC,19 Dec 19,184.6
NICKEL,19 Dec 19,1039
COPPER,19 Dec 19,459.7
LEAD,19 Dec 19,154.85
COTTON,19 Dec 19,18750
GOLD,20 Dec 19,37957
SILVER,20 Dec 19,44222
NATURALGAS,20 Dec 19,165.7
ALUMINIUM,20 Dec 19,140
CRUDEOIL,20 Dec 19,4301
ZINC,20 Dec 19,185.15
NICKEL,20 Dec 19,1045.3
COPPER,20 Dec 19,455
LEAD,20 Dec 19,152.9
COTTON,20 Dec 19,18790
GOLD,23 Dec 19,38128
SILVER,23 Dec 19,45018
NATURALGAS,23 Dec 19,157.6
ALUMINIUM,23 Dec 19,139.95
CRUDEOIL,23 Dec 19,4307
ZINC,23 Dec 19,184
NICKEL,23 Dec 19,1056.7
COPPER,23 Dec 19,452.5
LEAD,23 Dec 19,152.75
COTTON,23 Dec 19,18870
GOLD,24 Dec 19,38297
SILVER,24 Dec 19,45582
NATURALGAS,24 Dec 19,154.6
ALUMINIUM,24 Dec 19,138.3
CRUDEOIL,24 Dec 19,4351
ZINC,24 Dec 19,182
NICKEL,24 Dec 19,1049.4
COPPER,24 Dec 19,455.9
LEAD,24 Dec 19,155.5
COTTON,24 Dec 19,18760
GOLD,26 Dec 19,38641
SILVER,26 Dec 19,46458
NATURALGAS,26 Dec 19,163.5
ALUMINIUM,26 Dec 19,139.75
CRUDEOIL,26 Dec 19,4396
ZINC,26 Dec 19,182.45
NICKEL,26 Dec 19,1060.7
COPPER,26 Dec 19,454.5
LEAD,26 Dec 19,156.2
COTTON,26 Dec 19,18810
GOLD,27 Dec 19,38791
SILVER,27 Dec 19,46192
NATURALGAS,27 Dec 19,158.9
ALUMINIUM,27 Dec 19,141.9
CRUDEOIL,27 Dec 19,4396
ZINC,27 Dec 19,183.15
NICKEL,27 Dec 19,1047.5
COPPER,27 Dec 19,454.5
LEAD,27 Dec 19,154.5
COTTON,27 Dec 19,18800
GOLD,30 Dec 19,38806
SILVER,30 Dec 19,46049
NATURALGAS,30 Dec 19,156
ALUMINIUM,30 Dec 19,141.3
CRUDEOIL,30 Dec 19,4401
ZINC,30 Dec 19,183.5
NICKEL,30 Dec 19,1059.3
COPPER,30 Dec 19,451.9
LEAD,30 Dec 19,154.15
COTTON,30 Dec 19,18900
GOLD,31 Dec 19,39076
SILVER,31 Dec 19,46595
NATURALGAS,31 Dec 19,156
ALUMINIUM,31 Dec 19,140.5
CRUDEOIL,31 Dec 19,4352
ZINC,31 Dec 19,183.45
NICKEL,31 Dec 19,1055.5
COPPER,31 Dec 19,453.5
LEAD,31 Dec 19,155.4
COTTON,31 Dec 19,18890
GOLD,1 Jan 20,38995
SILVER,1 Jan 20,46055
NATURALGAS,1 Jan 20,156
ALUMINIUM,1 Jan 20,140.5
CRUDEOIL,1 Jan 20,4352
ZINC,1 Jan 20,183.45
NICKEL,1 Jan 20,1055.5
COPPER,1 Jan 20,453.5
LEAD,1 Jan 20,155.4
COTTON,1 Jan 20,18900
GOLD,2 Jan 20,39068
SILVER,2 Jan 20,46257
NATURALGAS,2 Jan 20,151.4
ALUMINIUM,2 Jan 20,143.35
CRUDEOIL,2 Jan 20,4365
ZINC,2 Jan 20,184
NICKEL,2 Jan 20,1051.7
COPPER,2 Jan 20,460.8
LEAD,2 Jan 20,155.5
COTTON,2 Jan 20,18940
GOLD,3 Jan 20,39948
SILVER,3 Jan 20,47307
NATURALGAS,3 Jan 20,152.7
ALUMINIUM,3 Jan 20,141.9
CRUDEOIL,3 Jan 20,4520
ZINC,3 Jan 20,183.5
NICKEL,3 Jan 20,1037.5
COPPER,3 Jan 20,451.5
LEAD,3 Jan 20,155.5
COTTON,3 Jan 20,19010
GOLD,6 Jan 20,40678
SILVER,6 Jan 20,47941
NATURALGAS,6 Jan 20,153.9
ALUMINIUM,6 Jan 20,143.7
CRUDEOIL,6 Jan 20,4561
ZINC,6 Jan 20,184.6
NICKEL,6 Jan 20,1030.7
COPPER,6 Jan 20,457.3
LEAD,6 Jan 20,154
COTTON,6 Jan 20,19100
GOLD,7 Jan 20,40372
SILVER,7 Jan 20,47099
NATURALGAS,7 Jan 20,155.2
ALUMINIUM,7 Jan 20,145.2
CRUDEOIL,7 Jan 20,4500
ZINC,7 Jan 20,185.1
NICKEL,7 Jan 20,1041.7
COPPER,7 Jan 20,454.35
LEAD,7 Jan 20,155.45
COTTON,7 Jan 20,19180
GOLD,8 Jan 20,40694
SILVER,8 Jan 20,47752
ALUMINIUM,8 Jan 20,144.55
ZINC,8 Jan 20,185.95
NICKEL,8 Jan 20,1037.5
COPPER,8 Jan 20,455.7
LEAD,8 Jan 20,154.25
COTTON,8 Jan 20,19250
GOLD,9 Jan 20,39706
SILVER,9 Jan 20,46324
ALUMINIUM,9 Jan 20,143.85
ZINC,9 Jan 20,185.65
NICKEL,9 Jan 20,1053.2
COPPER,9 Jan 20,457
LEAD,9 Jan 20,154.9
COTTON,9 Jan 20,19230
GOLD,10 Jan 20,39607
SILVER,10 Jan 20,46155
NATURALGAS,10 Jan 20,156.6
ALUMINIUM,10 Jan 20,144.7
CRUDEOIL,10 Jan 20,4199
ZINC,10 Jan 20,184.7
NICKEL,10 Jan 20,1040.2
COPPER,10 Jan 20,458
LEAD,10 Jan 20,155.3
COTTON,10 Jan 20,19400
GOLD,13 Jan 20,39602
SILVER,13 Jan 20,46189
NATURALGAS,13 Jan 20,154.5
ALUMINIUM,13 Jan 20,144.4
CRUDEOIL,13 Jan 20,4113
ZINC,13 Jan 20,184.9
NICKEL,13 Jan 20,1054.6
COPPER,13 Jan 20,458.8
LEAD,13 Jan 20,154.45
COTTON,13 Jan 20,19570
GOLD,14 Jan 20,39602
SILVER,14 Jan 20,46189
NATURALGAS,14 Jan 20,155.1
ALUMINIUM,14 Jan 20,143
CRUDEOIL,14 Jan 20,4130
ZINC,14 Jan 20,184.15
NICKEL,14 Jan 20,1026.1
COPPER,14 Jan 20,458.7
LEAD,14 Jan 20,155.15
COTTON,14 Jan 20,19570
GOLD,15 Jan 20,39602
SILVER,15 Jan 20,46189
NATURALGAS,15 Jan 20,150.3
ALUMINIUM,15 Jan 20,143.7
CRUDEOIL,15 Jan 20,4097
ZINC,15 Jan 20,185.65
NICKEL,15 Jan 20,1027.5
COPPER,15 Jan 20,457.7
LEAD,15 Jan 20,155
COTTON,15 Jan 20,19570
GOLD,16 Jan 20,39727
SILVER,16 Jan 20,46281
NATURALGAS,16 Jan 20,147.3
ALUMINIUM,16 Jan 20,142.85
CRUDEOIL,16 Jan 20,4149
ZINC,16 Jan 20,186.5
NICKEL,16 Jan 20,1055.8
COPPER,16 Jan 20,465.35
LEAD,16 Jan 20,157
COTTON,16 Jan 20,19350
GOLD,17 Jan 20,39804
SILVER,17 Jan 20,46527
NATURALGAS,17 Jan 20,142.3
ALUMINIUM,17 Jan 20,144.9
CRUDEOIL,17 Jan 20,4159
ZINC,17 Jan 20,184.8
NICKEL,17 Jan 20,1040.9
COPPER,17 Jan 20,457.2
LEAD,17 Jan 20,155.5
COTTON,17 Jan 20,19340
GOLD,20 Jan 20,39947
SILVER,20 Jan 20,46617
NATURALGAS,20 Jan 20,142.3
ALUMINIUM,20 Jan 20,146.35
CRUDEOIL,20 Jan 20,4159
ZINC,20 Jan 20,187.25
NICKEL,20 Jan 20,1034.8
COPPER,20 Jan 20,459.7
LEAD,20 Jan 20,154.7
COTTON,20 Jan 20,19450
GOLD,21 Jan 20,39851
SILVER,21 Jan 20,46425
NATURALGAS,21 Jan 20,134.9
ALUMINIUM,21 Jan 20,145.05
CRUDEOIL,21 Jan 20,4156
ZINC,21 Jan 20,186.9
NICKEL,21 Jan 20,1036
COPPER,21 Jan 20,454.4
LEAD,21 Jan 20,153.3
COTTON,21 Jan 20,19360
GOLD,22 Jan 20,39912
SILVER,22 Jan 20,46070
NATURALGAS,22 Jan 20,135.6
ALUMINIUM,22 Jan 20,147.25
CRUDEOIL,22 Jan 20,4040
ZINC,22 Jan 20,189.4
NICKEL,22 Jan 20,1038.2
COPPER,22 Jan 20,455.65
LEAD,22 Jan 20,154.8
COTTON,22 Jan 20,19240
GOLD,23 Jan 20,39872
SILVER,23 Jan 20,45807
NATURALGAS,23 Jan 20,137.2
ALUMINIUM,23 Jan 20,147.9
CRUDEOIL,23 Jan 20,3960
ZINC,23 Jan 20,186.2
NICKEL,23 Jan 20,1016
COPPER,23 Jan 20,446.5
LEAD,23 Jan 20,155.2
COTTON,23 Jan 20,19280
GOLD,24 Jan 20,40002
SILVER,24 Jan 20,46116
NATURALGAS,24 Jan 20,134.9
ALUMINIUM,24 Jan 20,145.3
CRUDEOIL,24 Jan 20,3861
ZINC,24 Jan 20,184.75
NICKEL,24 Jan 20,1005
COPPER,24 Jan 20,445.65
LEAD,24 Jan 20,154.9
COTTON,24 Jan 20,19260
GOLD,27 Jan 20,40638
SILVER,27 Jan 20,47320
NATURALGAS,27 Jan 20,135.8
ALUMINIUM,27 Jan 20,145.05
CRUDEOIL,27 Jan 20,3794
ZINC,27 Jan 20,182.25
NICKEL,27 Jan 20,958.7
COPPER,27 Jan 20,435.6
LEAD,27 Jan 20,157.65
COTTON,27 Jan 20,19010
GOLD,28 Jan 20,40456
SILVER,28 Jan 20,46573
NATURALGAS,28 Jan 20,137.9
ALUMINIUM,28 Jan 20,143.35
CRUDEOIL,28 Jan 20,3815
ZINC,28 Jan 20,179
NICKEL,28 Jan 20,959.1
COPPER,28 Jan 20,430.3
LEAD,28 Jan 20,152.3
COTTON,28 Jan 20,19020
GOLD,29 Jan 20,40312
SILVER,29 Jan 20,45478
NATURALGAS,29 Jan 20,132.8
ALUMINIUM,29 Jan 20,143.95
CRUDEOIL,29 Jan 20,3796
ZINC,29 Jan 20,181.05
NICKEL,29 Jan 20,957.2
COPPER,29 Jan 20,430.35
LEAD,29 Jan 20,156.7
COTTON,29 Jan 20,19140
GOLD,30 Jan 20,40717
SILVER,30 Jan 20,46116
NATURALGAS,30 Jan 20,130.7
ALUMINIUM,30 Jan 20,143.05
CRUDEOIL,30 Jan 20,3727
ZINC,30 Jan 20,179.15
NICKEL,30 Jan 20,952.5
COPPER,30 Jan 20,425.7
LEAD,30 Jan 20,152.75
COTTON,30 Jan 20,19140
GOLD,31 Jan 20,40694
SILVER,31 Jan 20,46383
NATURALGAS,31 Jan 20,131.6
ALUMINIUM,31 Jan 20,142.1
CRUDEOIL,31 Jan 20,3687
ZINC,31 Jan 20,177.9
NICKEL,31 Jan 20,955.9
COPPER,31 Jan 20,423.4
LEAD,31 Jan 20,153.15
COTTON,31 Jan 20,19090
GOLD,1 Feb 20,40694
SILVER,1 Feb 20,46383
NATURALGAS,1 Feb 20,131.6
ALUMINIUM,1 Feb 20,142.1
CRUDEOIL,1 Feb 20,3687
ZINC,1 Feb 20,177.9
NICKEL,1 Feb 20,955.9
COPPER,1 Feb 20,423.4
LEAD,1 Feb 20,153.15
COTTON,1 Feb 20,19010
GOLD,3 Feb 20,40703
SILVER,3 Feb 20,46233
NATURALGAS,3 Feb 20,130.2
ALUMINIUM,3 Feb 20,142.2
CRUDEOIL,3 Feb 20,3587
ZINC,3 Feb 20,178.15
NICKEL,3 Feb 20,963
COPPER,3 Feb 20,427
LEAD,3 Feb 20,155.1
COTTON,3 Feb 20,18910
GOLD,4 Feb 20,40471
SILVER,4 Feb 20,45996
NATURALGAS,4 Feb 20,133.2
ALUMINIUM,4 Feb 20,140.35
CRUDEOIL,4 Feb 20,3529
ZINC,4 Feb 20,177.35
NICKEL,4 Feb 20,968
COPPER,4 Feb 20,429.5
LEAD,4 Feb 20,154
COTTON,4 Feb 20,18940
GOLD,5 Feb 20,40059
SILVER,5 Feb 20,45510
NATURALGAS,5 Feb 20,132.6
ALUMINIUM,5 Feb 20,139.1
CRUDEOIL,5 Feb 20,3617
ZINC,5 Feb 20,176.25
NICKEL,5 Feb 20,973.2
COPPER,5 Feb 20,435.5
LEAD,5 Feb 20,150.6
COTTON,5 Feb 20,18980
GOLD,6 Feb 20,40406
SILVER,6 Feb 20,46143
NATURALGAS,6 Feb 20,132.7
ALUMINIUM,6 Feb 20,138.35
CRUDEOIL,6 Feb 20,3630
ZINC,6 Feb 20,175.3
NICKEL,6 Feb 20,973.1
COPPER,6 Feb 20,437.1
LEAD,6 Feb 20,153.5
COTTON,6 Feb 20,19020
GOLD,7 Feb 20,40556
SILVER,7 Feb 20,46205
NATURALGAS,7 Feb 20,132.4
ALUMINIUM,7 Feb 20,138.5
CRUDEOIL,7 Feb 20,3585
ZINC,7 Feb 20,175.4
NICKEL,7 Feb 20,968.8
COPPER,7 Feb 20,432.15
LEAD,7 Feb 20,151.1
COTTON,7 Feb 20,19030
GOLD,10 Feb 20,40589
SILVER,10 Feb 20,46205
NATURALGAS,10 Feb 20,125.9
ALUMINIUM,10 Feb 20,138.65
CRUDEOIL,10 Feb 20,3535
ZINC,10 Feb 20,172.3
NICKEL,10 Feb 20,970.7
COPPER,10 Feb 20,433.5
LEAD,10 Feb 20,152.4
COTTON,10 Feb 20,18920
GOLD,11 Feb 20,40468
SILVER,11 Feb 20,45961
NATURALGAS,11 Feb 20,127.4
ALUMINIUM,11 Feb 20,138.8
CRUDEOIL,11 Feb 20,3557
ZINC,11 Feb 20,170.6
NICKEL,11 Feb 20,982.1
COPPER,11 Feb 20,433.2
LEAD,11 Feb 20,151.4
COTTON,11 Feb 20,18880
GOLD,12 Feb 20,40467
SILVER,12 Feb 20,45644
NATURALGAS,12 Feb 20,131.4
ALUMINIUM,12 Feb 20,139.65
CRUDEOIL,12 Feb 20,3646
ZINC,12 Feb 20,171.6
NICKEL,12 Feb 20,973.3
COPPER,12 Feb 20,435.9
LEAD,12 Feb 20,150.05
COTTON,12 Feb 20,18860
GOLD,13 Feb 20,40619
SILVER,13 Feb 20,45842
NATURALGAS,13 Feb 20,130.5
ALUMINIUM,13 Feb 20,140.15
CRUDEOIL,13 Feb 20,3675
ZINC,13 Feb 20,171.9
NICKEL,13 Feb 20,966.4
COPPER,13 Feb 20,435.4
LEAD,13 Feb 20,152
COTTON,13 Feb 20,18900
GOLD,14 Feb 20,40676
SILVER,14 Feb 20,45928
NATURALGAS,14 Feb 20,131.1
ALUMINIUM,14 Feb 20,140
CRUDEOIL,14 Feb 20,3716
ZINC,14 Feb 20,172.1
NICKEL,14 Feb 20,967.1
COPPER,14 Feb 20,437.2
LEAD,14 Feb 20,150.1
COTTON,14 Feb 20,18850
GOLD,17 Feb 20,40728
SILVER,17 Feb 20,46128
NATURALGAS,17 Feb 20,131.1
ALUMINIUM,17 Feb 20,139.7
CRUDEOIL,17 Feb 20,3716
ZINC,17 Feb 20,173
NICKEL,17 Feb 20,970.2
COPPER,17 Feb 20,440.7
LEAD,17 Feb 20,150.05
COTTON,17 Feb 20,18850
GOLD,18 Feb 20,40976
SILVER,18 Feb 20,46433
NATURALGAS,18 Feb 20,141.4
ALUMINIUM,18 Feb 20,139.5
CRUDEOIL,18 Feb 20,3716
ZINC,18 Feb 20,171
NICKEL,18 Feb 20,965.7
COPPER,18 Feb 20,440.4
LEAD,18 Feb 20,151.4
COTTON,18 Feb 20,18900
GOLD,19 Feb 20,41491
SILVER,19 Feb 20,47650
NATURALGAS,19 Feb 20,139.6
ALUMINIUM,19 Feb 20,139.1
CRUDEOIL,19 Feb 20,3805
ZINC,19 Feb 20,171.25
NICKEL,19 Feb 20,961.4
COPPER,19 Feb 20,437.8
LEAD,19 Feb 20,153.65
COTTON,19 Feb 20,18940
GOLD,20 Feb 20,41590
SILVER,20 Feb 20,47551
NATURALGAS,20 Feb 20,137.5
ALUMINIUM,20 Feb 20,139.45
CRUDEOIL,20 Feb 20,3857
ZINC,20 Feb 20,169.55
NICKEL,20 Feb 20,961.5
COPPER,20 Feb 20,436.5
LEAD,20 Feb 20,151.5
COTTON,20 Feb 20,18960
NATURALGAS,21 Feb 20,136.4
CRUDEOIL,21 Feb 20,3821
GOLD,24 Feb 20,43392
SILVER,24 Feb 20,48919
NATURALGAS,24 Feb 20,131.3
ALUMINIUM,24 Feb 20,138.75
CRUDEOIL,24 Feb 20,3695
ZINC,24 Feb 20,165.4
NICKEL,24 Feb 20,947.5
COPPER,24 Feb 20,431.7
LEAD,24 Feb 20,154.7
COTTON,24 Feb 20,18870
GOLD,25 Feb 20,42717
SILVER,25 Feb 20,48062
NATURALGAS,25 Feb 20,132.7
ALUMINIUM,25 Feb 20,138.9
CRUDEOIL,25 Feb 20,3586
ZINC,25 Feb 20,160.3
NICKEL,25 Feb 20,942.4
COPPER,25 Feb 20,430.8
LEAD,25 Feb 20,150.9
COTTON,25 Feb 20,18900
GOLD,26 Feb 20,42530
SILVER,26 Feb 20,47143
NATURALGAS,26 Feb 20,131.8
ALUMINIUM,26 Feb 20,139.3
CRUDEOIL,26 Feb 20,3495
ZINC,26 Feb 20,159.85
NICKEL,26 Feb 20,931.1
COPPER,26 Feb 20,425.55
LEAD,26 Feb 20,151.65
COTTON,26 Feb 20,18810
GOLD,27 Feb 20,42451
SILVER,27 Feb 20,46974
NATURALGAS,27 Feb 20,125.5
ALUMINIUM,27 Feb 20,139.9
CRUDEOIL,27 Feb 20,3372
ZINC,27 Feb 20,159.55
NICKEL,27 Feb 20,931.4
COPPER,27 Feb 20,429.6
LEAD,27 Feb 20,149.6
COTTON,27 Feb 20,18700
GOLD,28 Feb 20,42352
SILVER,28 Feb 20,45509
NATURALGAS,28 Feb 20,121.6
ALUMINIUM,28 Feb 20,138.3
CRUDEOIL,28 Feb 20,3231
ZINC,28 Feb 20,156.75
NICKEL,28 Feb 20,913.2
COPPER,28 Feb 20,423.7
LEAD,28 Feb 20,148.4
COTTON,28 Feb 20,18550
GOLD,2 Mar 20,42232
